team,id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthStateProvince,birthCountry
LAK,8482408,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482408.png,Jeff,Malott,39,L,L,77,208,196,94,1996-08-07,Burlington,ON,CAN
LAK,8479675,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479675.png,Trevor,Moore,12,L,L,71,195,180,88,1995-03-31,Thousand Oaks,CA,USA
LAK,8480851,https://assets.nhle.com/mugs/nhl/20242025/LAK/8480851.png,Akil,Thomas,26,C,R,72,195,183,88,2000-01-02,Toronto,ON,CAN
LAK,8481532,https://assets.nhle.com/mugs/nhl/20242025/LAK/8481532.png,Alex,Turcotte,15,C,L,71,185,180,84,2001-02-26,Elk Grove,IL,USA
LAK,8483406,https://assets.nhle.com/mugs/nhl/20242025/LAK/8483406.png,Taylor,Ward,52,R,R,74,207,188,94,1998-03-31,Kelowna,BC,CAN
LAK,8479998,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479998.png,Mikey,Anderson,44,D,L,72,195,183,88,1999-05-25,Roseville,MN,USA
LAK,8477335,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477335.png,Kyle,Burroughs,7,D,R,72,193,183,88,1995-07-12,Vancouver,BC,CAN
LAK,8482730,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482730.png,Brandt,Clarke,92,D,R,74,200,188,91,2003-02-09,Nepean,ON,CAN
LAK,8474563,https://assets.nhle.com/mugs/nhl/20242025/LAK/8474563.png,Drew,Doughty,8,D,R,73,210,185,95,1989-12-08,London,ON,CAN
LAK,8476441,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476441.png,Joel,Edmundson,6,D,L,77,221,196,100,1993-06-28,Brandon,MB,CAN
LAK,8478882,https://assets.nhle.com/mugs/nhl/20242025/LAK/8478882.png,Vladislav,Gavrikov,84,D,L,75,220,191,100,1995-11-21,Yaroslavl,,RUS
LAK,8479421,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479421.png,Jacob,Moverare,43,D,L,75,210,191,95,1998-08-31,Ostersund,,SWE
LAK,8481606,https://assets.nhle.com/mugs/nhl/20242025/LAK/8481606.png,Jordan,Spence,21,D,R,71,180,180,82,2001-02-24,Manly,,AUS
LAK,8475311,https://assets.nhle.com/mugs/nhl/20242025/LAK/8475311.png,Darcy,Kuemper,35,G,L,77,215,196,98,1990-05-05,Saskatoon,SK,CAN
LAK,8479496,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479496.png,David,Rittich,31,G,L,76,205,193,93,1992-08-19,Jihlava,,CZE
EDM,8478042,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478042.png,Viktor,Arvidsson,33,L,R,70,185,178,84,1993-04-08,Skelleftea,,SWE
EDM,8477015,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477015.png,Connor,Brown,28,R,R,72,184,183,83,1994-01-14,Toronto,ON,CAN
EDM,8477934,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png,Leon,Draisaitl,29,C,L,74,209,188,95,1995-10-27,Cologne,,DEU
EDM,8479365,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479365.png,Trent,Frederic,21,C,L,75,221,191,100,1998-02-11,St. Louis,MO,USA
EDM,8474641,https://assets.nhle.com/mugs/nhl/20242025/EDM/8474641.png,Adam,Henrique,19,C,L,72,195,183,88,1990-02-06,Brantford,ON,CAN
EDM,8485511,https://assets.nhle.com/mugs/nhl/20242025/EDM/8485511.png,Quinn,Hutson,20,R,R,71,170,180,77,2002-01-01,North Barrington,IL,USA
EDM,8475786,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,Zach,Hyman,18,L,R,73,206,185,93,1992-06-09,Toronto,ON,CAN
EDM,8477406,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477406.png,Mattias,Janmark,13,C,L,74,205,188,93,1992-12-08,Danderyd,,SWE
EDM,8479368,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479368.png,Max,Jones,46,L,L,75,216,191,98,1998-02-17,Rochester,MI,USA
EDM,8475169,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475169.png,Evander,Kane,91,L,L,74,218,188,99,1991-08-02,Vancouver,BC,CAN
EDM,8477953,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477953.png,Kasperi,Kapanen,42,R,R,73,194,185,88,1996-07-23,Kuopio,,FIN
EDM,8478402,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478402.png,Connor,McDavid,97,C,L,73,194,185,88,1997-01-13,Richmond Hill,ON,CAN
EDM,8476454,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476454.png,Ryan,Nugent-Hopkins,93,C,L,73,192,185,87,1993-04-12,Burnaby,BC,CAN
EDM,8470621,https://assets.nhle.com/mugs/nhl/20242025/EDM/8470621.png,Corey,Perry,90,R,R,75,208,191,94,1985-05-16,Peterborough,ON,CAN
EDM,8481617,https://assets.nhle.com/mugs/nhl/20242025/EDM/8481617.png,Vasily,Podkolzin,92,R,L,73,190,185,86,2001-06-24,Moscow,,RUS
EDM,8478585,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478585.png,Derek,Ryan,10,C,R,70,185,178,84,1986-12-29,Spokane,WA,USA
EDM,8475784,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475784.png,Jeff,Skinner,53,C,L,71,200,180,91,1992-05-16,Toronto,ON,CAN
EDM,8480803,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480803.png,Evan,Bouchard,2,D,R,75,192,191,87,1999-10-20,Oakville,ON,CAN
EDM,8477384,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477384.png,Joshua,Brown,44,D,R,77,220,196,100,1994-01-21,London,ON,CAN
EDM,8479341,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479341.png,Cam,Dineen,85,D,L,71,188,180,85,1998-06-19,Toms River,NJ,USA
EDM,8475218,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475218.png,Mattias,Ekholm,14,D,L,77,225,196,102,1990-05-24,Borlange,,SWE
EDM,8480834,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480834.png,Ty,Emberson,49,D,R,74,193,188,88,2000-05-23,Eau Claire,WI,USA
EDM,8475906,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475906.png,John,Klingberg,36,D,R,74,185,188,84,1992-08-14,Gothenburg,,SWE
EDM,8476967,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476967.png,Brett,Kulak,27,D,L,74,192,188,87,1994-01-06,Edmonton,AB,CAN
EDM,8477498,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477498.png,Darnell,Nurse,25,D,L,76,215,193,98,1995-02-04,Hamilton,ON,CAN
EDM,8479442,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479442.png,Troy,Stecher,51,D,R,70,184,178,83,1994-04-07,Richmond,BC,CAN
EDM,8478013,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478013.png,Jake,Walman,96,D,L,73,218,185,99,1996-02-20,Toronto,ON,CAN
EDM,8475717,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475717.png,Calvin,Pickard,30,G,L,73,206,185,93,1992-04-15,Moncton,NB,CAN
EDM,8479973,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479973.png,Stuart,Skinner,74,G,L,76,230,193,104,1998-11-01,Edmonton,AB,CAN
TOR,8477503,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477503.png,Max,Domi,11,C,L,70,209,178,95,1995-03-02,Winnipeg,MB,CAN
TOR,8480995,https://assets.nhle.com/mugs/nhl/20242025/TOR/8480995.png,Pontus,Holmberg,29,R,L,72,201,183,91,1999-03-09,Vasteras,,SWE
TOR,8475714,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475714.png,Calle,Jarnkrok,19,C,R,72,191,183,87,1991-09-25,Gavle,,SWE
TOR,8480144,https://assets.nhle.com/mugs/nhl/20242025/TOR/8480144.png,David,Kampf,64,C,L,74,193,188,88,1995-01-12,Chomutov,,CZE
TOR,8482720,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482720.png,Matthew,Knies,23,L,L,75,227,191,103,2002-10-17,Phoenix,AZ,USA
TOR,8476872,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476872.png,Scott,Laughton,24,L,L,73,191,185,87,1994-05-30,Oakville,ON,CAN
TOR,8478904,https://assets.nhle.com/mugs/nhl/20242025/TOR/8478904.png,Steven,Lorentz,18,C,L,76,216,193,98,1996-04-13,Kitchener,ON,CAN
TOR,8478483,https://assets.nhle.com/mugs/nhl/20242025/TOR/8478483.png,Mitch,Marner,16,R,R,72,180,183,82,1997-05-05,Markham,ON,CAN
TOR,8479318,https://assets.nhle.com/mugs/nhl/20242025/TOR/8479318.png,Auston,Matthews,34,C,L,75,217,191,98,1997-09-17,San Ramon,CA,USA
TOR,8482259,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482259.png,Bobby,McMann,74,C,L,74,215,188,98,1996-06-15,Wainwright,AB,CAN
TOR,8477939,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477939.png,William,Nylander,88,R,R,72,202,183,92,1996-05-01,Calgary,AB,CAN
TOR,8474157,https://assets.nhle.com/mugs/nhl/20242025/TOR/8474157.png,Max,Pacioretty,67,L,L,74,217,188,98,1988-11-20,New Canaan,CT,USA
TOR,8471817,https://assets.nhle.com/mugs/nhl/20242025/TOR/8471817.png,Ryan,Reaves,75,R,R,74,225,188,102,1987-01-20,Winnipeg,MB,CAN
TOR,8481582,https://assets.nhle.com/mugs/nhl/20242025/TOR/8481582.png,Nicholas,Robertson,89,L,L,69,178,175,81,2001-09-11,Pasadena,CA,USA
TOR,8475166,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475166.png,John,Tavares,91,C,L,73,211,185,96,1990-09-20,Mississauga,ON,CAN
TOR,8481122,https://assets.nhle.com/mugs/nhl/20242025/TOR/8481122.png,Simon,Benoit,2,D,L,76,211,193,96,1998-09-19,Laval,QC,CAN
TOR,8478443,https://assets.nhle.com/mugs/nhl/20242025/TOR/8478443.png,Brandon,Carlo,25,D,R,77,220,196,100,1996-11-26,Colorado Springs,CO,USA
TOR,8475171,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475171.png,Oliver,Ekman-Larsson,95,D,L,74,192,188,87,1991-07-17,Karlskrona,,SWE
TOR,8475825,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475825.png,Jani,Hakanpää,28,D,R,79,225,201,102,1992-03-31,Kirkkonummi,,FIN
TOR,8476931,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476931.png,Jake,McCabe,22,D,L,73,212,185,96,1993-10-12,Eau Claire,WI,USA
TOR,8477541,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477541.png,Dakota,Mermis,36,D,L,72,197,183,89,1994-01-05,Alton,IL,USA
TOR,8479026,https://assets.nhle.com/mugs/nhl/20242025/TOR/8479026.png,Philippe,Myers,51,D,R,77,219,196,99,1997-01-25,Moncton,NB,CAN
TOR,8476853,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476853.png,Morgan,Rielly,44,D,L,73,225,185,102,1994-03-09,Vancouver,BC,CAN
TOR,8475690,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475690.png,Chris,Tanev,8,D,R,75,199,191,90,1989-12-20,Toronto,ON,CAN
TOR,8476932,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476932.png,Anthony,Stolarz,41,G,L,78,243,198,110,1994-01-20,Edison,NJ,USA
TOR,8479361,https://assets.nhle.com/mugs/nhl/20242025/TOR/8479361.png,Joseph,Woll,60,G,L,75,206,191,93,1998-07-12,Dardenne Prairie,MO,USA
OTT,8478020,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478020.png,Michael,Amadio,22,R,R,73,199,185,90,1996-05-13,Sault Ste. Marie,ON,CAN
OTT,8480208,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480208.png,Drake,Batherson,19,R,R,75,200,191,91,1998-04-27,Fort Wayne,IN,USA
OTT,8476393,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476393.png,Nick,Cousins,21,C,L,71,186,180,84,1993-07-20,Belleville,ON,CAN
OTT,8481528,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481528.png,Dylan,Cozens,24,C,R,75,207,191,94,2001-02-09,Whitehorse,YT,CAN
OTT,8478874,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478874.png,Adam,Gaudette,81,R,R,73,187,185,85,1996-10-03,Braintree,MA,USA
OTT,8473512,https://assets.nhle.com/mugs/nhl/20242025/OTT/8473512.png,Claude,Giroux,28,R,R,71,188,180,85,1988-01-12,Hearst,ON,CAN
OTT,8482092,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482092.png,Ridly,Greig,71,C,L,72,188,183,85,2002-08-08,Lethbridge,AB,CAN
OTT,8478146,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478146.png,Matthew,Highmore,15,C,L,71,186,180,84,1996-02-27,Halifax,NS,CAN
OTT,8478173,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478173.png,Hayden,Hodgson,42,R,R,74,221,188,100,1996-03-02,Windsor,ON,CAN
OTT,8474102,https://assets.nhle.com/mugs/nhl/20242025/OTT/8474102.png,David,Perron,57,L,R,72,198,183,90,1988-05-28,Sherbrooke,QC,CAN
OTT,8481596,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481596.png,Shane,Pinto,12,C,R,75,204,191,93,2000-11-12,Franklin Square,NY,USA
OTT,8482116,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482116.png,Tim,Stützle,18,C,L,72,192,183,87,2002-01-15,Viersen,,DEU
OTT,8480801,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480801.png,Brady,Tkachuk,7,L,L,76,225,193,102,1999-09-16,Scottsdale,AZ,USA
OTT,8480188,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480188.png,Fabian,Zetterlund,20,L,R,71,220,180,100,1999-08-25,Karlstad,,SWE
OTT,8478469,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478469.png,Thomas,Chabot,72,D,L,73,203,185,92,1997-01-30,Sainte-Marie,QC,CAN
OTT,8478502,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478502.png,Dennis,Gilbert,6,D,L,74,216,188,98,1996-10-30,Buffalo,NY,USA
OTT,8474612,https://assets.nhle.com/mugs/nhl/20242025/OTT/8474612.png,Travis,Hamonic,23,D,R,72,195,183,88,1990-08-16,St. Malo,MB,CAN
OTT,8475324,https://assets.nhle.com/mugs/nhl/20242025/OTT/8475324.png,Nick,Jensen,3,D,R,72,196,183,89,1990-09-21,Rogers,MN,USA
OTT,8482095,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482095.png,Tyler,Kleven,43,D,L,77,221,196,100,2002-01-10,Fargo,ND,USA
OTT,8484321,https://assets.nhle.com/mugs/nhl/20242025/OTT/8484321.png,Nikolas,Matinpalo,33,D,R,75,211,191,96,1998-10-05,Espoo,,FIN
OTT,8482105,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482105.png,Jake,Sanderson,85,D,L,74,204,188,93,2002-07-08,Whitefish,MT,USA
OTT,8482245,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482245.png,Artem,Zub,2,D,R,75,200,191,91,1995-10-03,Khabarovsk,,RUS
OTT,8476341,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476341.png,Anton,Forsberg,31,G,L,75,198,191,90,1992-11-27,Härnösand,,SWE
OTT,8476999,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476999.png,Linus,Ullmark,35,G,L,76,215,193,98,1993-07-31,Lugnvik,,SWE
TBL,8474715,https://assets.nhle.com/mugs/nhl/20242025/TBL/8474715.png,Cam,Atkinson,13,R,R,68,178,173,81,1989-06-05,Riverside,CT,USA
TBL,8477416,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477416.png,Oliver,Bjorkstrand,22,R,R,72,175,183,79,1995-04-10,Herning,,DNK
TBL,8482070,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482070.png,Mitchell,Chaffee,41,R,R,73,204,185,93,1998-01-26,Grand Rapids,MI,USA
TBL,8478519,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478519.png,Anthony,Cirelli,71,C,L,73,191,185,87,1997-07-15,Etobicoke,ON,CAN
TBL,8483447,https://assets.nhle.com/mugs/nhl/20242025/TBL/8483447.png,Conor,Geekie,14,C,L,76,207,193,94,2004-05-05,Strathclair,MB,CAN
TBL,8476878,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476878.png,Zemgus,Girgensons,28,C,L,75,192,191,87,1994-01-05,Riga,,LVA
TBL,8476822,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476822.png,Luke,Glendening,11,C,R,71,190,180,86,1989-04-28,Grand Rapids,MI,USA
TBL,8482201,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482201.png,Gage,Goncalves,93,C,L,73,184,185,83,2001-01-16,Mission,BC,CAN
TBL,8476826,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476826.png,Yanni,Gourde,37,C,L,69,174,175,79,1991-12-15,Saint-Narcisse,QC,CAN
TBL,8477404,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477404.png,Jake,Guentzel,59,C,L,71,178,180,81,1994-10-06,Omaha,NE,USA
TBL,8479542,https://assets.nhle.com/mugs/nhl/20242025/TBL/8479542.png,Brandon,Hagel,38,L,L,74,180,188,82,1998-08-27,Saskatoon,SK,CAN
TBL,8476453,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476453.png,Nikita,Kucherov,86,R,L,72,180,183,82,1993-06-17,Maykop,,RUS
TBL,8477426,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477426.png,Nick,Paul,20,L,L,76,230,193,104,1995-03-20,Mississauga,ON,CAN
TBL,8478010,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478010.png,Brayden,Point,21,C,R,71,175,180,79,1996-03-13,Calgary,AB,CAN
TBL,8478416,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478416.png,Erik,Cernak,81,D,R,76,230,193,104,1997-05-28,Kosice,,SVK
TBL,8475167,https://assets.nhle.com/mugs/nhl/20242025/TBL/8475167.png,Victor,Hedman,77,D,L,79,245,201,111,1990-12-18,Ornskoldsvik,,SWE
TBL,8482929,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482929.png,Emil,Lilleberg,78,D,L,75,208,191,94,2001-02-02,Sarpsborg,,NOR
TBL,8474151,https://assets.nhle.com/mugs/nhl/20242025/TBL/8474151.png,Ryan,McDonagh,27,D,L,74,219,188,99,1989-06-13,St. Paul,MN,USA
TBL,8482655,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482655.png,J.J.,Moser,90,D,L,74,181,188,82,2000-06-06,Biel,,CHE
TBL,8480246,https://assets.nhle.com/mugs/nhl/20242025/TBL/8480246.png,Nick,Perbix,48,D,R,76,206,193,93,1998-06-15,Elk River,MN,USA
TBL,8478178,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478178.png,Darren,Raddysh,43,D,R,73,202,185,92,1996-02-28,Toronto,ON,CAN
TBL,8477992,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477992.png,Jonas,Johansson,31,G,L,77,218,196,99,1995-09-19,Gavle,,SWE
TBL,8476883,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476883.png,Andrei,Vasilevskiy,88,G,L,76,228,193,103,1994-07-25,Tyumen,,RUS
FLA,8479335,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479335.png,Rasmus,Asplund,74,C,L,71,190,180,86,1997-12-03,Filipstad,,SWE
FLA,8477493,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png,Aleksander,Barkov,16,C,L,75,214,191,97,1995-09-02,Tampere,,FIN
FLA,8477935,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png,Sam,Bennett,9,C,L,73,193,185,88,1996-06-20,Holland Landing,ON,CAN
FLA,8480003,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480003.png,Jesper,Boqvist,70,C,L,73,190,185,86,1998-10-30,Falun,,SWE
FLA,8479981,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479981.png,Jonah,Gadjovich,12,L,L,75,211,191,96,1998-10-12,Whitby,ON,CAN
FLA,8478421,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478421.png,A.J.,Greer,10,L,L,75,209,191,95,1996-12-14,Joliette,QC,CAN
FLA,8482113,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482113.png,Anton,Lundell,15,C,L,73,196,185,89,2001-10-03,Espoo,,FIN
FLA,8480185,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480185.png,Eetu,Luostarinen,27,C,L,75,191,191,87,1998-09-02,Siilinjarvi,,FIN
FLA,8473419,https://assets.nhle.com/mugs/nhl/20242025/FLA/8473419.png,Brad,Marchand,63,C,L,69,180,175,82,1988-05-11,Halifax,NS,CAN
FLA,8477931,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477931.png,Tomas,Nosek,92,L,L,75,199,191,90,1992-09-01,Pardubice,,CZE
FLA,8477933,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png,Sam,Reinhart,13,C,R,73,196,185,89,1995-11-06,West Vancouver,BC,CAN
FLA,8478542,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478542.png,Evan,Rodrigues,17,C,R,71,182,180,83,1993-07-28,Toronto,ON,CAN
FLA,8482713,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482713.png,Mackie,Samoskevich,25,R,R,71,180,180,82,2002-11-15,Newtown,CT,USA
FLA,8481477,https://assets.nhle.com/mugs/nhl/20242025/FLA/8481477.png,Nico,Sturm,8,C,L,75,209,191,95,1995-05-03,Augsburg,,DEU
FLA,8479314,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479314.png,Matthew,Tkachuk,19,L,L,74,202,188,92,1997-12-11,Scottsdale,AZ,USA
FLA,8477409,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477409.png,Carter,Verhaeghe,23,C,L,74,183,188,83,1995-08-14,Toronto,ON,CAN
FLA,8484304,https://assets.nhle.com/mugs/nhl/20242025/FLA/8484304.png,Uvis,Balinskis,26,D,L,72,196,183,89,1996-08-01,Ventspils,,LVA
FLA,8478055,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478055.png,Gustav,Forsling,42,D,L,73,199,185,90,1996-06-12,Linkoping,,SWE
FLA,8477495,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477495.png,Seth,Jones,3,D,R,76,213,193,97,1994-10-03,Arlington,TX,USA
FLA,8482641,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482641.png,Matt,Kiersted,4,D,L,72,182,183,83,1998-04-14,Elk River,MN,USA
FLA,8475179,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475179.png,Dmitry,Kulikov,7,D,L,73,212,185,96,1990-10-29,Lipetsk,,RUS
FLA,8477034,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477034.png,Jaycob,Megna,6,D,L,78,214,198,97,1992-12-10,Plantation,FL,USA
FLA,8478859,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478859.png,Niko,Mikkola,77,D,L,78,204,198,93,1996-04-27,Kiiminki,,FIN
FLA,8477220,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477220.png,Nate,Schmidt,88,D,L,72,197,183,89,1991-07-16,St. Cloud,MN,USA
FLA,8475683,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475683.png,Sergei,Bobrovsky,72,G,L,74,180,188,82,1988-09-20,Novokuznetsk,,RUS
FLA,8477970,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477970.png,Vitek,Vanecek,41,G,L,74,184,188,83,1996-01-09,Havlickuv Brod,,CZE
WSH,8473563,https://assets.nhle.com/mugs/nhl/20242025/WSH/8473563.png,Nicklas,Backstrom,19,C,L,73,202,185,92,1987-11-23,Gavle,,SWE
WSH,8478463,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478463.png,Anthony,Beauvillier,72,L,L,71,180,180,82,1997-06-08,Sorel-Tracy,QC,CAN
WSH,8475343,https://assets.nhle.com/mugs/nhl/20242025/WSH/8475343.png,Nic,Dowd,26,C,R,74,190,188,86,1990-05-27,Huntsville,AL,USA
WSH,8479400,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479400.png,Pierre-Luc,Dubois,80,L,L,76,220,193,100,1998-06-24,Ste-Agathe-des-Monts,QC,CAN
WSH,8479520,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479520.png,Brandon,Duhaime,22,R,L,74,210,188,95,1997-05-22,Coral Springs,FL,USA
WSH,8474189,https://assets.nhle.com/mugs/nhl/20242025/WSH/8474189.png,Lars,Eller,20,C,L,74,208,188,94,1989-05-08,Rodovre,,DNK
WSH,8483573,https://assets.nhle.com/mugs/nhl/20242025/WSH/8483573.png,Ethen,Frank,53,C,R,71,188,180,85,1998-02-05,Aurora,CO,USA
WSH,8484186,https://assets.nhle.com/mugs/nhl/20242025/WSH/8484186.png,Ryan,Leonard,9,R,R,72,192,183,87,2005-01-21,Northampton,MA,USA
WSH,8478233,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478233.png,Andrew,Mangiapane,88,L,L,70,183,178,83,1996-04-04,Toronto,ON,CAN
WSH,8481580,https://assets.nhle.com/mugs/nhl/20242025/WSH/8481580.png,Connor,McMichael,24,C,L,72,180,183,82,2001-01-15,Ajax,ON,CAN
WSH,8477947,https://assets.nhle.com/mugs/nhl/20242025/WSH/8477947.png,Sonny,Milano,15,L,L,72,194,183,88,1996-05-12,Massapequa,NY,USA
WSH,8471698,https://assets.nhle.com/mugs/nhl/20242025/WSH/8471698.png,T.J.,Oshie,77,R,R,72,187,183,85,1986-12-23,Everett,WA,USA
WSH,8471214,https://assets.nhle.com/mugs/nhl/20242025/WSH/8471214.png,Alex,Ovechkin,8,L,R,75,238,191,108,1985-09-17,Moscow,,RUS
WSH,8481656,https://assets.nhle.com/mugs/nhl/20242025/WSH/8481656.png,Aliaksei,Protas,21,C,L,78,247,198,112,2001-01-06,Vitebsk,,BLR
WSH,8479390,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479390.png,Taylor,Raddysh,16,R,R,75,200,191,91,1998-02-18,Caledon,ON,CAN
WSH,8478440,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478440.png,Dylan,Strome,17,C,L,75,196,191,89,1997-03-07,Mississauga,ON,CAN
WSH,8476880,https://assets.nhle.com/mugs/nhl/20242025/WSH/8476880.png,Tom,Wilson,43,R,R,76,225,193,102,1994-03-29,Toronto,ON,CAN
WSH,8480823,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480823.png,Alexander,Alexeyev,27,D,L,76,229,193,104,1999-11-15,St. Petersburg,,RUS
WSH,8474590,https://assets.nhle.com/mugs/nhl/20242025/WSH/8474590.png,John,Carlson,74,D,R,75,220,191,100,1990-01-10,Natick,MA,USA
WSH,8479345,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479345.png,Jakob,Chychrun,6,D,L,74,216,188,98,1998-03-31,Boca Raton,FL,USA
WSH,8480796,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480796.png,Martin,Fehérváry,42,D,L,74,203,188,92,1999-10-06,Bratislava,,SVK
WSH,8475795,https://assets.nhle.com/mugs/nhl/20242025/WSH/8475795.png,Dylan,McIlrath,52,D,R,77,240,196,109,1992-04-20,Winnipeg,MB,CAN
